name,cate,dist,dire
ak_100m_left_0150.mp3,ak,100m,left
ak_50m_left_0151.mp3,ak,50m,left
m4_600m_right_0152.mp3,m4,600m,right
ak_400m_right_0154.mp3,ak,400m,right
ak_600m_back_0155.mp3,ak,600m,back
ak_50m_right_0156.mp3,ak,50m,right
ak_200m_back_0157.mp3,ak,200m,back
m4_50m_back_0159.mp3,m4,50m,back
ak_600m_right_0163.mp3,ak,600m,right
m4_200m_right_0164.mp3,m4,200m,right
m4_600m_back_0165.mp3,m4,600m,back
ak_50m_right_0168.mp3,ak,50m,right
ak_600m_right_0169.mp3,ak,600m,right
m4_50m_back_0171.mp3,m4,50m,back
m4_100m_front_0178.mp3,m4,100m,front
ak_600m_left_0179.mp3,ak,600m,left
m4_200m_left_0181.mp3,m4,200m,left
ak_600m_back_0183.mp3,ak,600m,back
ak_600m_back_0185.mp3,ak,600m,back
m4_50m_back_0186.mp3,m4,50m,back
m4_100m_right_0187.mp3,m4,100m,right
m4_200m_left_0188.mp3,m4,200m,left
m4_200m_right_0190.mp3,m4,200m,right
ak_600m_front_0193.mp3,ak,600m,front
ak_200m_left_0194.mp3,ak,200m,left
ak_400m_left_0199.mp3,ak,400m,left
m4_400m_right_0201.mp3,m4,400m,right
ak_50m_right_0204.mp3,ak,50m,right
m4_50m_back_0205.mp3,m4,50m,back
ak_200m_right_0208.mp3,ak,200m,right
m4_100m_front_0210.mp3,m4,100m,front
ak_100m_back_0212.mp3,ak,100m,back
m4_200m_back_0213.mp3,m4,200m,back
ak_100m_back_0215.mp3,ak,100m,back
m4_600m_front_0219.mp3,m4,600m,front
ak_600m_right_0222.mp3,ak,600m,right
ak_600m_front_0223.mp3,ak,600m,front
m4_50m_right_0224.mp3,m4,50m,right
ak_0m_center_0226.mp3,ak,0m,center
m4_400m_left_0229.mp3,m4,400m,left
m4_100m_back_0233.mp3,m4,100m,back
m4_50m_back_0237.mp3,m4,50m,back
ak_400m_right_0240.mp3,ak,400m,right
m4_50m_back_0241.mp3,m4,50m,back
m4_200m_back_0243.mp3,m4,200m,back
m4_200m_back_0246.mp3,m4,200m,back
ak_400m_front_0247.mp3,ak,400m,front
ak_400m_left_0248.mp3,ak,400m,left
ak_200m_back_0251.mp3,ak,200m,back
m4_400m_front_0252.mp3,m4,400m,front
ak_400m_right_0255.mp3,ak,400m,right
nogun_None_None_0257.mp3,nogun,None,None
m4_50m_back_0259.mp3,m4,50m,back
m4_50m_right_0262.mp3,m4,50m,right
m4_100m_left_0263.mp3,m4,100m,left
m4_100m_back_0264.mp3,m4,100m,back
m4_600m_left_0265.mp3,m4,600m,left
ak_0m_center_0268.mp3,ak,0m,center
ak_100m_right_0269.mp3,ak,100m,right
ak_400m_back_0271.mp3,ak,400m,back
m4_600m_left_0273.mp3,m4,600m,left
m4_200m_back_0280.mp3,m4,200m,back
m4_400m_front_0281.mp3,m4,400m,front
ak_100m_front_0283.mp3,ak,100m,front
ak_600m_left_0289.mp3,ak,600m,left
m4_100m_back_0291.mp3,m4,100m,back
m4_100m_front_0292.mp3,m4,100m,front
ak_600m_right_0294.mp3,ak,600m,right
ak_400m_front_0295.mp3,ak,400m,front
ak_600m_back_0296.mp3,ak,600m,back
ak_400m_back_0298.mp3,ak,400m,back
m4_600m_right_0299.mp3,m4,600m,right
m4_200m_right_0302.mp3,m4,200m,right
nogun_None_None_0303.mp3,nogun,None,None
ak_600m_back_0309.mp3,ak,600m,back
m4_0m_center_0312.mp3,m4,0m,center
m4_100m_left_0320.mp3,m4,100m,left
m4_200m_back_0323.mp3,m4,200m,back
ak_200m_right_0324.mp3,ak,200m,right
ak_400m_right_0326.mp3,ak,400m,right
m4_50m_front_0327.mp3,m4,50m,front
m4_400m_back_0329.mp3,m4,400m,back
nogun_None_None_0330.mp3,nogun,None,None
m4_200m_right_0332.mp3,m4,200m,right
ak_50m_front_0334.mp3,ak,50m,front
m4_50m_front_0335.mp3,m4,50m,front
nogun_None_None_0336.mp3,nogun,None,None
m4_600m_left_0338.mp3,m4,600m,left
ak_600m_front_0339.mp3,ak,600m,front
ak_0m_center_0340.mp3,ak,0m,center
ak_400m_right_0346.mp3,ak,400m,right
ak_100m_back_0347.mp3,ak,100m,back
m4_400m_front_0349.mp3,m4,400m,front
ak_50m_right_0350.mp3,ak,50m,right
ak_50m_back_0351.mp3,ak,50m,back
ak_200m_left_0355.mp3,ak,200m,left
nogun_None_None_0358.mp3,nogun,None,None
m4_200m_right_0365.mp3,m4,200m,right
ak_100m_right_0366.mp3,ak,100m,right
nogun_None_None_0367.mp3,nogun,None,None
ak_400m_front_0372.mp3,ak,400m,front
nogun_None_None_0373.mp3,nogun,None,None
nogun_None_None_0375.mp3,nogun,None,None
ak_100m_right_0380.mp3,ak,100m,right
m4_400m_back_0383.mp3,m4,400m,back
m4_400m_back_0384.mp3,m4,400m,back
ak_600m_right_0385.mp3,ak,600m,right
ak_200m_front_0388.mp3,ak,200m,front
m4_50m_back_0391.mp3,m4,50m,back
m4_100m_front_0393.mp3,m4,100m,front
m4_600m_front_0400.mp3,m4,600m,front
ak_200m_right_0402.mp3,ak,200m,right
m4_200m_left_0405.mp3,m4,200m,left
m4_0m_center_0412.mp3,m4,0m,center
m4_400m_right_0413.mp3,m4,400m,right
ak_400m_left_0416.mp3,ak,400m,left
m4_400m_back_0417.mp3,m4,400m,back
ak_100m_back_0419.mp3,ak,100m,back
nogun_None_None_0422.mp3,nogun,None,None
ak_200m_back_0423.mp3,ak,200m,back
ak_100m_back_0425.mp3,ak,100m,back
ak_600m_front_0427.mp3,ak,600m,front
ak_50m_back_0428.mp3,ak,50m,back
ak_50m_back_0431.mp3,ak,50m,back
nogun_None_None_0432.mp3,nogun,None,None
m4_600m_right_0435.mp3,m4,600m,right
m4_400m_front_0437.mp3,m4,400m,front
ak_400m_left_0438.mp3,ak,400m,left
ak_0m_center_0439.mp3,ak,0m,center
m4_100m_back_0441.mp3,m4,100m,back
ak_50m_back_0444.mp3,ak,50m,back
ak_200m_left_0446.mp3,ak,200m,left
ak_600m_back_0447.mp3,ak,600m,back
ak_100m_front_0452.mp3,ak,100m,front
m4_600m_front_0453.mp3,m4,600m,front
m4_50m_right_0456.mp3,m4,50m,right
ak_400m_right_0457.mp3,ak,400m,right
m4_50m_front_0458.mp3,m4,50m,front
ak_100m_back_0460.mp3,ak,100m,back
nogun_None_None_0461.mp3,nogun,None,None
m4_100m_front_0462.mp3,m4,100m,front
ak_100m_back_0463.mp3,ak,100m,back
ak_600m_right_0464.mp3,ak,600m,right
nogun_None_None_0465.mp3,nogun,None,None
ak_100m_right_0472.mp3,ak,100m,right
ak_400m_back_0473.mp3,ak,400m,back
ak_200m_front_0474.mp3,ak,200m,front
m4_100m_front_0480.mp3,m4,100m,front
ak_100m_back_0481.mp3,ak,100m,back
nogun_None_None_0483.mp3,nogun,None,None
m4_600m_back_0487.mp3,m4,600m,back
m4_600m_front_0490.mp3,m4,600m,front
nogun_None_None_0491.mp3,nogun,None,None
ak_400m_back_0492.mp3,ak,400m,back
nogun_None_None_0493.mp3,nogun,None,None
ak_400m_front_0494.mp3,ak,400m,front
m4_200m_back_0496.mp3,m4,200m,back
ak_50m_front_0497.mp3,ak,50m,front
ak_600m_front_0503.mp3,ak,600m,front
ak_600m_front_0504.mp3,ak,600m,front
m4_50m_back_0506.mp3,m4,50m,back
ak_200m_back_0507.mp3,ak,200m,back
m4_400m_back_0508.mp3,m4,400m,back
ak_400m_left_0509.mp3,ak,400m,left
ak_400m_left_0511.mp3,ak,400m,left
ak_400m_front_0518.mp3,ak,400m,front
ak_400m_back_0519.mp3,ak,400m,back
nogun_None_None_0521.mp3,nogun,None,None
ak_600m_back_0525.mp3,ak,600m,back
ak_100m_left_0528.mp3,ak,100m,left
ak_100m_front_0530.mp3,ak,100m,front
m4_100m_back_0531.mp3,m4,100m,back
m4_100m_back_0532.mp3,m4,100m,back
ak_600m_left_0534.mp3,ak,600m,left
ak_400m_left_0535.mp3,ak,400m,left
m4_100m_back_0538.mp3,m4,100m,back
ak_200m_left_0539.mp3,ak,200m,left
ak_0m_center_0545.mp3,ak,0m,center
ak_400m_right_0546.mp3,ak,400m,right
ak_400m_front_0548.mp3,ak,400m,front
ak_100m_back_0553.mp3,ak,100m,back
m4_400m_right_0559.mp3,m4,400m,right
nogun_None_None_0562.mp3,nogun,None,None
m4_200m_left_0563.mp3,m4,200m,left
m4_100m_back_0564.mp3,m4,100m,back
m4_600m_front_0568.mp3,m4,600m,front
m4_400m_right_0569.mp3,m4,400m,right
ak_200m_front_0572.mp3,ak,200m,front
m4_200m_right_0577.mp3,m4,200m,right
nogun_None_None_0578.mp3,nogun,None,None
ak_600m_right_0581.mp3,ak,600m,right
m4_600m_left_0582.mp3,m4,600m,left
m4_200m_left_0586.mp3,m4,200m,left
m4_50m_back_0587.mp3,m4,50m,back
ak_50m_right_0589.mp3,ak,50m,right
ak_100m_left_0590.mp3,ak,100m,left
ak_200m_right_0591.mp3,ak,200m,right
nogun_None_None_0593.mp3,nogun,None,None
ak_600m_left_0600.mp3,ak,600m,left
m4_400m_right_0602.mp3,m4,400m,right
ak_400m_right_0604.mp3,ak,400m,right
ak_600m_left_0605.mp3,ak,600m,left
ak_50m_right_0606.mp3,ak,50m,right
m4_400m_left_0607.mp3,m4,400m,left
m4_400m_right_0609.mp3,m4,400m,right
nogun_None_None_0611.mp3,nogun,None,None
m4_600m_front_0612.mp3,m4,600m,front
ak_100m_left_0613.mp3,ak,100m,left
m4_600m_right_0615.mp3,m4,600m,right
m4_200m_back_0617.mp3,m4,200m,back
ak_50m_right_0618.mp3,ak,50m,right
m4_50m_left_0619.mp3,m4,50m,left
m4_400m_back_0620.mp3,m4,400m,back
m4_200m_left_0622.mp3,m4,200m,left
m4_200m_left_0624.mp3,m4,200m,left
ak_50m_left_0625.mp3,ak,50m,left
ak_50m_back_0627.mp3,ak,50m,back
ak_400m_back_0628.mp3,ak,400m,back
m4_600m_back_0632.mp3,m4,600m,back
ak_200m_front_0633.mp3,ak,200m,front
ak_600m_right_0639.mp3,ak,600m,right
m4_600m_left_0642.mp3,m4,600m,left
m4_400m_left_0643.mp3,m4,400m,left
ak_600m_left_0645.mp3,ak,600m,left
nogun_None_None_0647.mp3,nogun,None,None
ak_400m_front_0648.mp3,ak,400m,front
ak_200m_front_0652.mp3,ak,200m,front
m4_0m_center_0653.mp3,m4,0m,center
m4_50m_back_0658.mp3,m4,50m,back
ak_100m_back_0661.mp3,ak,100m,back
ak_200m_front_0663.mp3,ak,200m,front
m4_100m_front_0667.mp3,m4,100m,front
ak_50m_left_0668.mp3,ak,50m,left
m4_600m_back_0671.mp3,m4,600m,back
ak_50m_left_0672.mp3,ak,50m,left
m4_600m_back_0674.mp3,m4,600m,back
m4_100m_left_0678.mp3,m4,100m,left
ak_200m_right_0680.mp3,ak,200m,right
ak_50m_front_0684.mp3,ak,50m,front
m4_600m_back_0685.mp3,m4,600m,back
m4_100m_front_0690.mp3,m4,100m,front
m4_100m_right_0696.mp3,m4,100m,right
ak_400m_left_0699.mp3,ak,400m,left
ak_100m_right_0701.mp3,ak,100m,right
m4_200m_front_0706.mp3,m4,200m,front
m4_600m_back_0707.mp3,m4,600m,back
ak_600m_left_0710.mp3,ak,600m,left
m4_200m_front_0711.mp3,m4,200m,front
ak_200m_right_0714.mp3,ak,200m,right
m4_200m_front_0715.mp3,m4,200m,front
ak_600m_left_0719.mp3,ak,600m,left
ak_50m_back_0723.mp3,ak,50m,back
m4_100m_back_0724.mp3,m4,100m,back
nogun_None_None_0730.mp3,nogun,None,None
ak_50m_left_0733.mp3,ak,50m,left
m4_600m_left_0737.mp3,m4,600m,left
m4_100m_right_0742.mp3,m4,100m,right
ak_600m_back_0744.mp3,ak,600m,back
m4_600m_back_0749.mp3,m4,600m,back
m4_400m_back_0750.mp3,m4,400m,back
m4_200m_right_0751.mp3,m4,200m,right
ak_400m_back_0752.mp3,ak,400m,back
nogun_None_None_0756.mp3,nogun,None,None
ak_50m_front_0757.mp3,ak,50m,front
m4_600m_right_0758.mp3,m4,600m,right
ak_100m_front_0762.mp3,ak,100m,front
m4_100m_back_0764.mp3,m4,100m,back
ak_100m_left_0765.mp3,ak,100m,left
ak_600m_left_0768.mp3,ak,600m,left
m4_50m_left_0769.mp3,m4,50m,left
ak_100m_front_0770.mp3,ak,100m,front
ak_400m_front_0771.mp3,ak,400m,front
m4_600m_right_0774.mp3,m4,600m,right
ak_400m_left_0776.mp3,ak,400m,left
m4_400m_left_0777.mp3,m4,400m,left
m4_200m_front_0780.mp3,m4,200m,front
ak_50m_back_0781.mp3,ak,50m,back
ak_0m_center_0782.mp3,ak,0m,center
ak_50m_back_0785.mp3,ak,50m,back
m4_400m_left_0789.mp3,m4,400m,left
m4_50m_right_0793.mp3,m4,50m,right
m4_600m_left_0794.mp3,m4,600m,left
m4_100m_front_0797.mp3,m4,100m,front
m4_200m_right_0800.mp3,m4,200m,right
m4_100m_back_0802.mp3,m4,100m,back
ak_50m_back_0804.mp3,ak,50m,back
m4_200m_right_0806.mp3,m4,200m,right
ak_100m_back_0808.mp3,ak,100m,back
m4_50m_left_0809.mp3,m4,50m,left
ak_200m_left_0810.mp3,ak,200m,left
ak_200m_right_0812.mp3,ak,200m,right
m4_100m_back_0814.mp3,m4,100m,back
m4_100m_front_0816.mp3,m4,100m,front
m4_600m_left_0819.mp3,m4,600m,left
m4_100m_back_0823.mp3,m4,100m,back
m4_200m_right_0825.mp3,m4,200m,right
m4_600m_right_0827.mp3,m4,600m,right
ak_400m_front_0830.mp3,ak,400m,front
ak_50m_back_0836.mp3,ak,50m,back
ak_400m_right_0838.mp3,ak,400m,right
m4_400m_front_0843.mp3,m4,400m,front
m4_0m_center_0847.mp3,m4,0m,center
ak_600m_front_0849.mp3,ak,600m,front
m4_100m_front_0851.mp3,m4,100m,front
ak_100m_right_0852.mp3,ak,100m,right
ak_400m_left_0853.mp3,ak,400m,left
ak_400m_front_0854.mp3,ak,400m,front
ak_600m_back_0858.mp3,ak,600m,back
ak_50m_right_0860.mp3,ak,50m,right
ak_100m_left_0862.mp3,ak,100m,left
ak_50m_left_0863.mp3,ak,50m,left
ak_100m_right_0864.mp3,ak,100m,right
m4_50m_back_0865.mp3,m4,50m,back
m4_400m_left_0866.mp3,m4,400m,left
ak_600m_left_0869.mp3,ak,600m,left
m4_50m_left_0870.mp3,m4,50m,left
m4_200m_right_0871.mp3,m4,200m,right
m4_50m_left_0872.mp3,m4,50m,left
m4_50m_front_0875.mp3,m4,50m,front
m4_400m_right_0876.mp3,m4,400m,right
ak_50m_back_0877.mp3,ak,50m,back
ak_400m_back_0878.mp3,ak,400m,back
m4_200m_right_0885.mp3,m4,200m,right
nogun_None_None_0886.mp3,nogun,None,None
ak_200m_front_0887.mp3,ak,200m,front
m4_50m_left_0888.mp3,m4,50m,left
ak_600m_left_0890.mp3,ak,600m,left
ak_50m_back_0892.mp3,ak,50m,back
m4_400m_right_0894.mp3,m4,400m,right
m4_400m_right_0896.mp3,m4,400m,right
m4_100m_right_0897.mp3,m4,100m,right
ak_100m_left_0899.mp3,ak,100m,left
m4_50m_back_0900.mp3,m4,50m,back
nogun_None_None_0902.mp3,nogun,None,None
ak_600m_front_0905.mp3,ak,600m,front
ak_400m_right_0908.mp3,ak,400m,right
ak_100m_front_0911.mp3,ak,100m,front
m4_50m_left_0915.mp3,m4,50m,left
m4_600m_left_0916.mp3,m4,600m,left
nogun_None_None_0917.mp3,nogun,None,None
ak_100m_right_0918.mp3,ak,100m,right
m4_400m_left_0924.mp3,m4,400m,left
ak_200m_back_0925.mp3,ak,200m,back
ak_600m_back_0926.mp3,ak,600m,back
ak_100m_left_0928.mp3,ak,100m,left
m4_600m_left_0930.mp3,m4,600m,left
ak_400m_left_0934.mp3,ak,400m,left
m4_100m_right_0936.mp3,m4,100m,right
m4_600m_front_0940.mp3,m4,600m,front
m4_200m_left_0941.mp3,m4,200m,left
ak_200m_left_0943.mp3,ak,200m,left
m4_600m_front_0946.mp3,m4,600m,front
nogun_None_None_0954.mp3,nogun,None,None
m4_200m_back_0955.mp3,m4,200m,back
ak_100m_front_0956.mp3,ak,100m,front
m4_200m_front_0957.mp3,m4,200m,front
m4_100m_front_0958.mp3,m4,100m,front
ak_100m_left_0961.mp3,ak,100m,left
m4_400m_right_0962.mp3,m4,400m,right
ak_50m_back_0968.mp3,ak,50m,back
ak_50m_right_0972.mp3,ak,50m,right
m4_50m_back_0973.mp3,m4,50m,back
nogun_None_None_0978.mp3,nogun,None,None
m4_400m_left_0979.mp3,m4,400m,left
nogun_None_None_0982.mp3,nogun,None,None
m4_50m_left_0983.mp3,m4,50m,left
ak_100m_front_0984.mp3,ak,100m,front
ak_600m_front_0990.mp3,ak,600m,front
ak_100m_left_0992.mp3,ak,100m,left
m4_100m_back_0995.mp3,m4,100m,back
m4_400m_left_1000.mp3,m4,400m,left
m4_50m_left_1001.mp3,m4,50m,left
ak_600m_right_1006.mp3,ak,600m,right
ak_100m_front_1016.mp3,ak,100m,front
ak_400m_right_1018.mp3,ak,400m,right
ak_100m_back_1020.mp3,ak,100m,back
m4_600m_front_1022.mp3,m4,600m,front
ak_200m_back_1023.mp3,ak,200m,back
m4_100m_front_1025.mp3,m4,100m,front
m4_200m_left_1026.mp3,m4,200m,left
ak_100m_front_1028.mp3,ak,100m,front
m4_50m_front_1037.mp3,m4,50m,front
m4_200m_back_1039.mp3,m4,200m,back
ak_600m_back_1042.mp3,ak,600m,back
ak_100m_left_1044.mp3,ak,100m,left
m4_600m_right_1045.mp3,m4,600m,right
ak_50m_right_1048.mp3,ak,50m,right
ak_600m_right_1049.mp3,ak,600m,right
m4_600m_front_1055.mp3,m4,600m,front
ak_400m_right_1056.mp3,ak,400m,right
m4_100m_left_1058.mp3,m4,100m,left
m4_100m_right_1061.mp3,m4,100m,right
m4_200m_back_1062.mp3,m4,200m,back
m4_400m_right_1064.mp3,m4,400m,right
m4_200m_front_1066.mp3,m4,200m,front
ak_100m_left_1071.mp3,ak,100m,left
m4_100m_left_1072.mp3,m4,100m,left
ak_400m_front_1074.mp3,ak,400m,front
nogun_None_None_1075.mp3,nogun,None,None
m4_600m_front_1077.mp3,m4,600m,front
ak_100m_left_1078.mp3,ak,100m,left
ak_50m_front_1082.mp3,ak,50m,front
m4_200m_left_1083.mp3,m4,200m,left
ak_400m_left_1084.mp3,ak,400m,left
m4_400m_left_1086.mp3,m4,400m,left
ak_100m_front_1087.mp3,ak,100m,front
m4_400m_back_1088.mp3,m4,400m,back
ak_600m_front_1092.mp3,ak,600m,front
ak_100m_front_1093.mp3,ak,100m,front
ak_50m_front_1094.mp3,ak,50m,front
m4_600m_back_1096.mp3,m4,600m,back
ak_600m_left_1097.mp3,ak,600m,left
ak_200m_left_1098.mp3,ak,200m,left
ak_600m_right_1101.mp3,ak,600m,right
ak_50m_right_1102.mp3,ak,50m,right
ak_200m_right_1103.mp3,ak,200m,right
ak_600m_front_1122.mp3,ak,600m,front
m4_200m_left_1123.mp3,m4,200m,left
m4_400m_front_1125.mp3,m4,400m,front
ak_600m_back_1126.mp3,ak,600m,back
ak_200m_right_1127.mp3,ak,200m,right
m4_200m_right_1129.mp3,m4,200m,right
m4_400m_back_1132.mp3,m4,400m,back
m4_200m_front_1133.mp3,m4,200m,front
ak_200m_right_1134.mp3,ak,200m,right
m4_600m_right_1135.mp3,m4,600m,right
ak_200m_back_1137.mp3,ak,200m,back
m4_600m_right_1138.mp3,m4,600m,right
m4_100m_front_1140.mp3,m4,100m,front
ak_50m_front_1144.mp3,ak,50m,front
m4_200m_front_1149.mp3,m4,200m,front
ak_200m_left_1151.mp3,ak,200m,left
ak_400m_front_1156.mp3,ak,400m,front
m4_200m_right_1157.mp3,m4,200m,right
ak_50m_left_1161.mp3,ak,50m,left
m4_400m_right_1163.mp3,m4,400m,right
m4_50m_front_1164.mp3,m4,50m,front
ak_50m_right_1165.mp3,ak,50m,right
ak_50m_front_1166.mp3,ak,50m,front
m4_200m_left_1167.mp3,m4,200m,left
m4_600m_left_1169.mp3,m4,600m,left
ak_600m_right_1170.mp3,ak,600m,right
ak_600m_right_1171.mp3,ak,600m,right
ak_400m_left_1181.mp3,ak,400m,left
ak_600m_left_1186.mp3,ak,600m,left
m4_200m_left_1187.mp3,m4,200m,left
ak_100m_right_1190.mp3,ak,100m,right
m4_400m_right_1191.mp3,m4,400m,right
m4_200m_back_1192.mp3,m4,200m,back
m4_100m_back_1195.mp3,m4,100m,back
m4_100m_left_1202.mp3,m4,100m,left
ak_400m_left_1203.mp3,ak,400m,left
ak_200m_right_1205.mp3,ak,200m,right
m4_100m_back_1208.mp3,m4,100m,back
m4_400m_right_1212.mp3,m4,400m,right
m4_50m_right_1216.mp3,m4,50m,right
ak_400m_back_1220.mp3,ak,400m,back
m4_600m_front_1221.mp3,m4,600m,front
ak_50m_front_1222.mp3,ak,50m,front
nogun_None_None_1231.mp3,nogun,None,None
ak_100m_left_1236.mp3,ak,100m,left
nogun_None_None_1237.mp3,nogun,None,None
m4_50m_front_1239.mp3,m4,50m,front
m4_600m_left_1241.mp3,m4,600m,left
ak_200m_front_1242.mp3,ak,200m,front
ak_50m_right_1246.mp3,ak,50m,right
m4_200m_front_1248.mp3,m4,200m,front
ak_600m_front_1249.mp3,ak,600m,front
m4_600m_left_1250.mp3,m4,600m,left
ak_50m_left_1253.mp3,ak,50m,left
m4_100m_front_1254.mp3,m4,100m,front
ak_400m_back_1261.mp3,ak,400m,back
nogun_None_None_1262.mp3,nogun,None,None
ak_200m_back_1263.mp3,ak,200m,back
ak_400m_back_1267.mp3,ak,400m,back
ak_50m_left_1268.mp3,ak,50m,left
m4_0m_center_1270.mp3,m4,0m,center
ak_600m_left_1271.mp3,ak,600m,left
m4_100m_back_1273.mp3,m4,100m,back
ak_200m_front_1275.mp3,ak,200m,front
ak_400m_back_1277.mp3,ak,400m,back
ak_400m_back_1287.mp3,ak,400m,back
m4_200m_back_1288.mp3,m4,200m,back
m4_100m_back_1293.mp3,m4,100m,back
m4_400m_left_1294.mp3,m4,400m,left
m4_100m_right_1296.mp3,m4,100m,right
m4_600m_left_1297.mp3,m4,600m,left
ak_600m_back_1299.mp3,ak,600m,back
ak_100m_right_1300.mp3,ak,100m,right
m4_200m_right_1303.mp3,m4,200m,right
m4_400m_front_1307.mp3,m4,400m,front
m4_100m_back_1308.mp3,m4,100m,back
ak_400m_right_1309.mp3,ak,400m,right
m4_600m_front_1312.mp3,m4,600m,front
ak_600m_front_1314.mp3,ak,600m,front
m4_50m_front_1316.mp3,m4,50m,front
m4_600m_front_1318.mp3,m4,600m,front
ak_100m_left_1319.mp3,ak,100m,left
ak_100m_back_1320.mp3,ak,100m,back
ak_400m_front_1330.mp3,ak,400m,front
m4_400m_back_1336.mp3,m4,400m,back
ak_50m_back_1337.mp3,ak,50m,back
ak_600m_front_1338.mp3,ak,600m,front
m4_200m_front_1341.mp3,m4,200m,front
ak_0m_center_1342.mp3,ak,0m,center
ak_200m_right_1343.mp3,ak,200m,right
ak_200m_front_1344.mp3,ak,200m,front
ak_400m_left_1349.mp3,ak,400m,left
ak_50m_right_1351.mp3,ak,50m,right
m4_50m_back_1353.mp3,m4,50m,back
ak_600m_front_1355.mp3,ak,600m,front
ak_400m_front_1356.mp3,ak,400m,front
m4_600m_right_1357.mp3,m4,600m,right
nogun_None_None_1358.mp3,nogun,None,None
ak_100m_right_1361.mp3,ak,100m,right
ak_100m_left_1363.mp3,ak,100m,left
ak_50m_right_1365.mp3,ak,50m,right
m4_400m_left_1368.mp3,m4,400m,left
m4_400m_right_1369.mp3,m4,400m,right
m4_400m_back_1370.mp3,m4,400m,back
m4_200m_back_1371.mp3,m4,200m,back
ak_400m_right_1374.mp3,ak,400m,right
ak_600m_back_1376.mp3,ak,600m,back
m4_100m_back_1377.mp3,m4,100m,back
m4_600m_front_1378.mp3,m4,600m,front
m4_100m_back_1380.mp3,m4,100m,back
m4_50m_left_1381.mp3,m4,50m,left
ak_100m_left_1388.mp3,ak,100m,left
ak_50m_back_1391.mp3,ak,50m,back
ak_100m_left_1395.mp3,ak,100m,left
m4_400m_front_1401.mp3,m4,400m,front
m4_400m_front_1408.mp3,m4,400m,front
ak_200m_left_1410.mp3,ak,200m,left
